,Season,Sprinkler,Rain,Wet,Slippery
5030,Autumn,0,1,1,1
5031,Winter,0,0,0,0
5032,Winter,0,0,0,0
5033,Autumn,0,1,1,1
5034,Autumn,1,1,1,1
5035,Summer,1,0,1,0
5036,Summer,1,0,1,1
5037,Winter,0,0,0,0
5038,Winter,0,0,0,0
5039,Spring,1,0,1,1
5040,Spring,0,0,0,0
5041,Autumn,0,1,1,1
5042,Summer,1,1,1,1
5043,Summer,1,0,1,1
5044,Summer,1,0,1,1
5045,Spring,1,1,1,1
5046,Spring,0,0,0,0
5047,Autumn,0,0,0,0
5048,Autumn,0,0,0,0
5049,Spring,1,0,1,1
5050,Summer,1,0,1,0
5051,Autumn,0,1,1,0
5052,Summer,0,1,1,0
5053,Winter,0,0,0,0
5054,Summer,1,0,1,1
5055,Autumn,0,1,1,1
5056,Autumn,0,1,1,1
5057,Spring,1,1,1,1
5058,Autumn,0,0,0,0
5059,Summer,0,1,1,1
5060,Spring,1,0,1,1
5061,Autumn,0,1,1,1
5062,Winter,0,1,1,1
5063,Summer,1,0,1,0
5064,Summer,1,0,1,1
5065,Winter,0,1,1,1
5066,Summer,0,0,0,0
5067,Spring,0,0,0,0
5068,Autumn,0,1,1,1
5069,Spring,1,0,1,1
5070,Summer,0,0,0,0
5071,Spring,0,1,1,1
5072,Summer,1,0,1,1
5073,Summer,0,0,0,0
5074,Autumn,1,0,1,1
5075,Spring,1,0,1,1
5076,Summer,1,0,1,1
5077,Autumn,0,1,1,1
5078,Summer,1,0,1,1
5079,Summer,1,0,1,1
5080,Autumn,0,1,1,1
5081,Winter,0,0,0,0
5082,Summer,0,0,0,0
5083,Autumn,0,1,1,1
5084,Summer,1,0,1,1
5085,Spring,0,1,1,0
5086,Winter,0,0,0,1
5087,Autumn,1,1,1,1
5088,Autumn,1,0,1,1
5089,Spring,0,1,1,1
5090,Spring,1,0,1,1
5091,Spring,1,1,1,1
5092,Winter,0,0,0,0
5093,Winter,0,0,0,0
5094,Autumn,0,1,1,1
5095,Winter,0,0,0,0
5096,Spring,0,0,0,1
5097,Spring,0,1,1,1
5098,Autumn,0,1,1,1
5099,Autumn,1,0,1,1
5100,Autumn,0,1,1,1
5101,Winter,0,0,0,0
5102,Summer,1,0,1,1
5103,Autumn,0,1,1,1
5104,Autumn,0,1,1,1
5105,Summer,1,0,1,1
5106,Winter,0,0,0,1
5107,Winter,0,1,1,1
5108,Spring,1,0,1,1
5109,Spring,1,1,1,1
5110,Summer,1,0,1,1
5111,Autumn,0,1,1,1
5112,Summer,0,0,0,0
5113,Spring,1,0,1,1
5114,Summer,1,0,1,1
5115,Spring,0,1,1,1
5116,Summer,1,0,1,1
5117,Summer,1,1,1,1
5118,Spring,0,1,1,1
5119,Autumn,0,1,1,1
5120,Autumn,0,1,1,1
5121,Summer,1,0,1,1
5122,Summer,1,0,1,1
5123,Summer,1,0,1,1
5124,Summer,0,0,0,0
5125,Summer,0,0,0,1
5126,Spring,0,0,0,0
5127,Summer,0,0,0,0
5128,Winter,0,0,0,0
5129,Autumn,1,1,1,1
5130,Autumn,1,1,1,1
5131,Winter,0,0,0,1
5132,Autumn,0,1,1,1
5133,Winter,0,0,0,0
5134,Summer,0,0,0,0
5135,Summer,0,0,0,0
5136,Winter,0,0,0,0
5137,Autumn,1,1,1,1
5138,Spring,0,0,0,0
5139,Autumn,0,1,1,1
5140,Summer,0,0,0,0
5141,Summer,1,0,1,1
5142,Spring,0,1,1,1
5143,Autumn,0,1,1,1
5144,Spring,1,0,1,1
5145,Autumn,0,0,0,1
5146,Winter,0,0,0,0
5147,Summer,0,1,1,1
5148,Summer,0,1,1,1
5149,Autumn,0,1,1,0
5150,Autumn,1,1,1,1
5151,Autumn,0,1,1,1
5152,Summer,1,0,1,1
5153,Spring,0,1,1,1
5154,Summer,1,0,1,1
5155,Autumn,1,0,1,1
5156,Winter,0,0,0,0
5157,Spring,1,1,1,1
5158,Winter,0,1,1,1
5159,Winter,0,1,1,1
5160,Autumn,0,1,1,1
5161,Spring,0,1,1,1
5162,Summer,0,0,0,0
5163,Summer,1,0,1,1
5164,Autumn,1,1,1,1
5165,Spring,0,0,0,0
5166,Autumn,0,0,0,0
5167,Summer,1,0,1,1
5168,Spring,0,0,0,1
5169,Spring,1,0,1,1
5170,Summer,1,0,1,0
5171,Spring,0,0,0,0
5172,Spring,0,1,1,1
5173,Summer,1,0,1,0
5174,Spring,0,1,1,1
5175,Summer,1,1,1,1
5176,Winter,0,0,0,0
5177,Winter,0,1,1,1
5178,Spring,0,1,1,1
5179,Winter,0,0,0,0
5180,Summer,1,0,1,1
5181,Autumn,0,1,1,1
5182,Winter,0,0,0,0
5183,Spring,1,0,1,1
5184,Winter,0,0,0,0
5185,Summer,1,0,1,1
5186,Summer,1,1,1,0
5187,Summer,1,0,1,1
5188,Winter,0,0,0,1
5189,Summer,1,0,1,0
5190,Winter,0,0,0,0
5191,Winter,0,0,0,0
5192,Autumn,0,1,1,1
5193,Summer,1,1,1,1
5194,Autumn,0,1,1,1
5195,Summer,1,0,1,1
5196,Summer,1,0,1,1
5197,Summer,1,0,1,1
5198,Winter,0,1,1,1
5199,Summer,1,0,1,1
5200,Spring,1,0,1,1
5201,Spring,0,0,0,0
5202,Winter,0,1,1,1
5203,Summer,1,0,1,1
5204,Spring,0,0,0,0
5205,Summer,0,0,0,0
5206,Spring,1,1,1,1
5207,Summer,1,1,1,1
5208,Autumn,0,0,0,0
5209,Summer,1,0,1,1
5210,Winter,0,0,0,0
5211,Winter,0,1,1,0
5212,Autumn,0,1,1,1
5213,Winter,0,0,0,0
5214,Spring,0,1,1,1
5215,Summer,1,0,1,1
5216,Autumn,1,1,1,1
5217,Winter,0,0,0,0
5218,Autumn,0,1,1,1
5219,Winter,0,0,0,0
5220,Spring,1,0,1,1
5221,Spring,0,0,0,0
5222,Winter,0,0,0,1
5223,Summer,1,0,1,1
5224,Autumn,0,1,1,1
5225,Summer,1,1,1,1
5226,Spring,0,1,1,1
5227,Autumn,0,1,1,1
5228,Summer,1,0,1,1
5229,Autumn,0,1,1,1
5230,Spring,0,0,0,0
5231,Autumn,0,1,1,1
5232,Autumn,0,1,1,1
5233,Summer,1,0,1,1
5234,Summer,1,0,1,1
5235,Autumn,0,0,0,0
5236,Summer,1,1,1,1
5237,Summer,1,0,1,1
5238,Summer,1,1,1,0
5239,Summer,0,0,0,0
5240,Winter,0,0,0,0
5241,Spring,0,0,0,0
5242,Autumn,1,1,1,1
5243,Summer,1,0,1,0
5244,Summer,1,0,1,1
5245,Spring,0,0,0,0
5246,Winter,0,0,0,0
5247,Autumn,0,0,0,0
5248,Spring,0,0,0,0
5249,Summer,1,0,1,1
5250,Summer,0,0,0,0
5251,Spring,1,1,1,1
5252,Summer,1,0,1,1
5253,Autumn,1,0,1,1
5254,Spring,1,0,1,1
5255,Autumn,0,0,0,1
5256,Summer,1,0,1,1
5257,Summer,0,1,1,1
5258,Summer,1,0,1,1
5259,Summer,1,0,1,0
5260,Summer,0,0,0,0
5261,Summer,1,0,1,1
5262,Summer,0,0,0,1
5263,Winter,0,0,0,0
5264,Spring,0,1,1,1
5265,Summer,1,0,1,1
5266,Winter,0,1,1,1
5267,Autumn,0,0,0,0
5268,Summer,0,0,0,0
5269,Autumn,0,1,1,1
5270,Spring,0,0,0,0
5271,Summer,1,0,1,1
5272,Summer,1,0,1,1
5273,Winter,0,1,1,1
5274,Autumn,0,0,0,0
5275,Autumn,0,1,1,1
5276,Winter,0,0,0,0
5277,Winter,0,1,1,1
5278,Winter,0,0,0,0
5279,Winter,0,1,1,1
5280,Summer,0,0,0,0
5281,Spring,0,1,1,1
5282,Autumn,0,0,0,0
5283,Summer,1,0,1,1
5284,Spring,0,0,0,0
5285,Spring,0,1,1,1
5286,Summer,1,0,1,1
5287,Summer,1,0,1,0
5288,Spring,1,0,1,1
5289,Summer,1,0,1,1
5290,Winter,0,0,0,0
5291,Spring,0,1,1,1
5292,Spring,1,0,1,1
5293,Autumn,0,1,1,1
5294,Spring,1,1,1,1
5295,Autumn,1,1,1,1
5296,Winter,0,0,0,0
5297,Autumn,0,0,0,0
5298,Autumn,0,1,1,1
5299,Summer,1,1,1,1
5300,Spring,0,0,0,0
5301,Spring,1,0,1,1
5302,Spring,1,0,1,1
5303,Autumn,0,1,1,1
5304,Spring,0,1,1,1
5305,Autumn,1,1,1,1
5306,Winter,0,1,1,1
5307,Autumn,0,1,1,1
5308,Spring,0,1,1,0
5309,Autumn,0,0,0,0
5310,Autumn,0,1,1,1
5311,Autumn,0,1,1,1
5312,Summer,1,1,1,1
5313,Summer,1,0,1,0
5314,Summer,0,0,0,1
5315,Spring,1,1,1,1
5316,Winter,0,0,0,0
5317,Winter,0,0,0,0
5318,Summer,0,1,1,1
5319,Summer,1,0,1,1
5320,Summer,1,0,1,1
5321,Autumn,0,1,1,1
5322,Winter,0,0,0,0
5323,Winter,0,0,0,0
5324,Autumn,0,1,1,1
5325,Summer,1,0,1,1
5326,Winter,0,0,0,0
5327,Spring,1,1,1,1
5328,Spring,0,0,0,0
5329,Winter,0,0,0,0
5330,Summer,1,0,1,0
5331,Autumn,0,0,0,0
5332,Winter,0,1,1,1
5333,Summer,0,0,0,0
5334,Spring,1,0,1,1
5335,Autumn,1,1,1,0
5336,Winter,0,0,0,0
5337,Winter,0,0,0,0
5338,Summer,0,0,0,1
5339,Summer,1,0,1,1
5340,Autumn,1,1,1,1
5341,Spring,0,0,0,1
5342,Summer,1,0,1,1
5343,Winter,0,0,0,0
5344,Winter,0,1,1,1
5345,Winter,0,0,0,0
5346,Spring,1,1,1,0
5347,Spring,1,0,1,1
5348,Autumn,0,1,1,1
5349,Autumn,0,0,0,0
5350,Winter,0,1,1,1
5351,Summer,1,0,1,0
5352,Spring,1,1,1,1
5353,Spring,1,1,1,1
5354,Spring,0,0,0,0
5355,Summer,1,0,1,1
5356,Winter,0,0,0,1
5357,Spring,0,1,1,1
5358,Summer,1,0,1,1
5359,Autumn,0,1,1,1
5360,Winter,0,0,0,1
5361,Spring,1,0,1,1
5362,Winter,0,1,1,1
5363,Spring,0,0,0,0
5364,Winter,0,1,1,1
5365,Autumn,0,0,0,1
5366,Spring,1,0,1,1
5367,Spring,1,0,1,1
5368,Autumn,1,1,1,1
5369,Winter,0,1,1,1
5370,Spring,0,1,1,1
5371,Autumn,0,1,1,1
5372,Winter,0,1,1,0
5373,Winter,0,1,1,1
5374,Spring,0,1,1,1
5375,Spring,0,0,0,0
5376,Winter,0,1,1,1
5377,Summer,1,0,1,1
5378,Spring,1,0,1,1
5379,Autumn,1,0,1,1
5380,Autumn,1,1,1,1
5381,Autumn,0,1,1,1
5382,Autumn,0,0,0,1
5383,Winter,0,1,1,1
5384,Summer,0,0,0,0
5385,Summer,1,1,1,0
5386,Summer,0,0,0,0
5387,Autumn,1,1,1,1
5388,Spring,0,0,0,0
5389,Summer,0,0,0,0
5390,Autumn,0,1,1,1
5391,Summer,1,0,1,1
5392,Autumn,0,1,1,1
5393,Winter,0,0,0,1
5394,Summer,1,0,1,1
5395,Winter,0,0,0,0
5396,Spring,1,1,1,1
5397,Spring,1,0,1,1
5398,Winter,0,0,0,0
5399,Spring,0,1,1,1
5400,Summer,1,0,1,1
5401,Winter,0,0,0,1
5402,Winter,0,0,0,0
5403,Spring,1,0,1,1
5404,Winter,0,0,0,0
5405,Winter,0,0,0,0
5406,Autumn,0,1,1,1
5407,Summer,1,0,1,1
5408,Autumn,0,1,1,1
5409,Winter,0,0,0,1
5410,Autumn,1,1,1,1
5411,Spring,0,1,1,1
5412,Spring,1,1,1,1
5413,Spring,1,0,1,1
5414,Winter,0,0,0,0
5415,Autumn,1,1,1,1
5416,Autumn,0,1,1,1
5417,Spring,0,0,0,0
5418,Winter,0,0,0,0
5419,Summer,1,0,1,1
5420,Summer,1,1,1,1
5421,Summer,1,0,1,1
5422,Autumn,0,0,0,0
5423,Autumn,1,1,1,1
5424,Spring,0,0,0,0
5425,Spring,0,0,0,0
5426,Autumn,0,1,1,1
5427,Summer,1,0,1,1
5428,Winter,0,0,0,0
5429,Winter,0,0,0,0
5430,Winter,0,0,0,0
5431,Winter,0,1,1,1
5432,Spring,0,0,0,0
5433,Autumn,0,1,1,1
5434,Summer,1,0,1,1
5435,Autumn,0,1,1,1
5436,Winter,0,0,0,0
5437,Winter,0,0,0,0
5438,Winter,0,0,0,0
5439,Spring,0,1,1,1
5440,Summer,1,0,1,1
5441,Winter,0,0,0,0
5442,Autumn,0,0,0,0
5443,Spring,0,0,0,0
5444,Summer,1,1,1,1
5445,Summer,1,0,1,1
5446,Winter,0,0,0,0
5447,Summer,0,1,1,1
5448,Spring,0,1,1,1
5449,Winter,0,0,0,0
5450,Summer,0,0,0,0
5451,Autumn,1,0,1,0
5452,Winter,0,1,1,0
5453,Spring,0,0,0,0
5454,Summer,1,1,1,1
5455,Spring,1,0,1,1
5456,Winter,0,0,0,0
5457,Spring,1,1,1,1
5458,Summer,0,0,0,0
5459,Summer,1,0,1,1
5460,Summer,1,0,1,1
5461,Summer,1,0,1,1
5462,Winter,0,0,0,0
5463,Autumn,1,1,1,1
5464,Summer,1,0,1,0
5465,Spring,1,1,1,1
5466,Spring,1,0,1,1
5467,Summer,1,1,1,1
5468,Winter,0,0,0,0
5469,Autumn,0,1,1,1
5470,Summer,0,0,0,0
5471,Summer,0,1,1,0
5472,Autumn,0,0,0,0
5473,Spring,1,0,1,1
5474,Winter,0,0,0,0
5475,Summer,1,1,1,1
5476,Winter,0,0,0,0
5477,Spring,0,1,1,1
5478,Winter,0,0,0,0
5479,Autumn,0,0,0,0
5480,Summer,0,0,0,1
5481,Spring,1,1,1,1
5482,Winter,0,0,0,1
5483,Summer,1,0,1,1
5484,Summer,1,1,1,1
5485,Autumn,0,0,0,0
5486,Summer,0,0,0,0
5487,Winter,0,0,0,0
5488,Summer,1,0,1,1
5489,Spring,1,0,1,1
5490,Spring,0,0,0,0
5491,Winter,0,0,0,0
5492,Summer,0,1,1,0
5493,Spring,0,0,0,0
5494,Spring,1,0,1,1
5495,Winter,0,0,0,0
5496,Summer,0,0,0,0
5497,Autumn,0,1,1,1
5498,Winter,0,0,0,0
5499,Summer,1,0,1,1
5500,Summer,1,0,1,1
5501,Spring,0,1,1,0
5502,Summer,1,0,1,1
5503,Autumn,0,1,1,1
5504,Winter,0,1,1,0
5505,Summer,1,0,1,1
5506,Summer,0,0,0,0
5507,Winter,0,0,0,0
5508,Spring,1,1,1,1
5509,Winter,0,0,0,0
5510,Autumn,1,1,1,0
5511,Spring,0,0,0,0
5512,Winter,0,1,1,0
5513,Summer,1,0,1,1
5514,Autumn,0,0,0,0
5515,Spring,0,1,1,1
5516,Summer,1,0,1,0
5517,Winter,0,0,0,0
5518,Autumn,1,0,1,1
5519,Winter,0,0,0,0
5520,Summer,1,0,1,1
5521,Spring,0,0,0,0
5522,Summer,1,0,1,1
5523,Summer,1,0,1,1
5524,Summer,0,0,0,0
5525,Autumn,0,1,1,1
5526,Spring,0,0,0,0
5527,Summer,1,1,1,1
5528,Winter,0,1,1,1
5529,Summer,1,0,1,1
5530,Spring,0,1,1,1
5531,Winter,0,1,1,1
5532,Winter,0,1,1,1
5533,Winter,0,0,0,0
5534,Autumn,0,1,1,1
5535,Summer,1,0,1,1
5536,Autumn,1,1,1,1
5537,Summer,0,0,0,0
5538,Winter,0,1,1,1
5539,Winter,0,0,0,0
5540,Summer,1,0,1,1
5541,Winter,0,0,0,0
5542,Spring,1,1,1,1
5543,Winter,0,0,0,0
5544,Winter,0,0,0,1
5545,Winter,0,0,0,0
5546,Autumn,1,0,1,1
5547,Winter,0,0,0,0
5548,Summer,1,1,1,1
5549,Winter,0,0,0,0
5550,Summer,1,0,1,1
5551,Autumn,1,1,1,1
5552,Spring,1,1,1,1
5553,Summer,1,1,1,1
5554,Summer,0,0,0,0
5555,Summer,1,0,1,1
5556,Summer,1,0,1,1
5557,Winter,0,0,0,0
5558,Summer,1,0,1,1
5559,Autumn,0,1,1,0
5560,Summer,1,0,1,1
5561,Spring,0,0,0,0
5562,Summer,0,0,0,0
5563,Summer,0,0,0,0
5564,Autumn,1,1,1,1
5565,Autumn,1,1,1,1
5566,Summer,1,0,1,1
5567,Spring,1,1,1,1
5568,Summer,1,0,1,1
5569,Autumn,0,1,1,1
5570,Spring,0,0,0,0
5571,Autumn,0,1,1,1
5572,Autumn,0,1,1,1
5573,Spring,1,0,1,1
5574,Spring,0,0,0,1
5575,Spring,1,1,1,1
5576,Winter,0,0,0,1
5577,Spring,0,0,0,0
5578,Autumn,1,1,1,1
5579,Spring,0,0,0,0
5580,Summer,1,1,1,1
5581,Winter,0,1,1,1
5582,Autumn,0,1,1,1
5583,Spring,0,1,1,1
5584,Spring,0,0,0,0
5585,Summer,1,1,1,1
5586,Spring,1,0,1,1
5587,Autumn,1,1,1,1
5588,Summer,1,0,1,0
5589,Autumn,0,1,1,1
5590,Spring,0,1,1,1
5591,Summer,0,0,0,0
5592,Spring,1,0,1,1
5593,Winter,0,0,0,0
5594,Summer,0,0,0,0
5595,Summer,1,1,1,1
5596,Autumn,1,1,1,1
5597,Autumn,1,0,1,1
5598,Autumn,1,1,1,1
5599,Autumn,1,1,1,1
5600,Spring,0,1,1,1
5601,Winter,0,0,0,0
5602,Summer,1,0,1,1
5603,Summer,1,0,1,1
5604,Winter,0,0,0,0
5605,Autumn,0,1,1,1
5606,Winter,0,0,0,0
5607,Winter,0,0,0,1
5608,Summer,1,0,1,0
5609,Autumn,1,1,1,1
5610,Spring,0,0,0,1
5611,Winter,0,1,1,1
5612,Summer,1,0,1,0
5613,Winter,0,0,0,0
5614,Summer,1,0,1,1
5615,Winter,0,1,1,1
5616,Autumn,0,0,0,0
5617,Spring,0,0,0,0
5618,Autumn,0,1,1,0
5619,Spring,0,0,0,1
5620,Autumn,0,0,0,0
5621,Autumn,1,1,1,1
5622,Autumn,0,1,1,1
5623,Summer,1,0,1,1
5624,Autumn,1,1,1,1
5625,Summer,0,0,0,1
5626,Winter,0,1,1,0
5627,Autumn,1,1,1,1
5628,Spring,1,1,1,1
5629,Winter,0,0,0,0
5630,Autumn,0,1,1,1
5631,Winter,0,1,1,0
5632,Autumn,0,0,0,0
5633,Winter,0,1,1,1
5634,Winter,0,0,0,1
5635,Autumn,1,1,1,1
5636,Autumn,1,1,1,1
5637,Winter,0,0,0,0
5638,Summer,1,1,1,1
5639,Summer,1,0,1,1
5640,Autumn,0,1,1,1
5641,Winter,0,1,1,1
5642,Spring,1,0,1,1
5643,Autumn,0,1,1,1
5644,Winter,0,0,0,0
5645,Spring,0,1,1,0
5646,Winter,0,0,0,0
5647,Summer,1,1,1,1
5648,Summer,1,0,1,1
5649,Summer,1,0,1,1
5650,Autumn,0,1,1,1
5651,Winter,0,0,0,0
5652,Autumn,1,1,1,1
5653,Winter,0,0,0,1
5654,Summer,0,0,0,0
5655,Summer,1,0,1,1
5656,Spring,0,0,0,0
5657,Winter,0,1,1,1
5658,Autumn,0,0,0,0
5659,Autumn,0,1,1,1
5660,Winter,0,0,0,0
5661,Autumn,1,1,1,1
5662,Summer,0,0,0,0
5663,Winter,0,0,0,0
5664,Winter,0,1,1,1
5665,Autumn,0,1,1,1
5666,Summer,1,0,1,1
5667,Autumn,0,1,1,1
5668,Summer,1,0,1,1
5669,Spring,1,0,1,0
5670,Summer,0,0,0,1
5671,Summer,1,0,1,1
5672,Winter,0,0,0,0
5673,Winter,0,0,0,0
5674,Winter,0,1,1,1
5675,Winter,0,0,0,0
5676,Spring,0,0,0,1
5677,Autumn,1,1,1,1
5678,Autumn,0,1,1,1
5679,Summer,1,0,1,1
5680,Summer,1,0,1,1
5681,Spring,0,1,1,1
5682,Autumn,1,0,1,1
5683,Summer,0,0,0,0
5684,Winter,0,0,0,0
5685,Spring,0,0,0,0
5686,Autumn,0,0,0,0
5687,Autumn,0,0,0,0
5688,Winter,0,1,1,1
5689,Spring,0,0,0,1
5690,Summer,1,0,1,1
5691,Spring,1,0,1,1
5692,Spring,0,0,0,0
5693,Spring,1,1,1,1
5694,Autumn,0,0,0,0
5695,Winter,0,1,1,1
5696,Winter,0,1,1,1
5697,Winter,0,0,0,0
5698,Summer,1,0,1,0
5699,Spring,0,1,1,1
5700,Winter,0,0,0,0
5701,Autumn,0,0,0,0
5702,Winter,0,0,0,0
5703,Spring,1,0,1,1
5704,Summer,1,0,1,1
5705,Winter,0,0,0,0
5706,Winter,0,0,0,0
5707,Autumn,1,0,1,1
5708,Autumn,0,1,1,1
5709,Summer,1,0,1,1
5710,Summer,1,1,1,1
5711,Summer,0,0,0,1
5712,Winter,0,0,0,0
5713,Autumn,1,1,1,0
5714,Summer,1,0,1,1
5715,Summer,1,0,1,1
5716,Summer,1,0,1,0
5717,Spring,0,1,1,1
5718,Spring,0,0,0,0
5719,Autumn,0,1,1,1
5720,Winter,0,0,0,0
5721,Winter,0,0,0,0
5722,Summer,1,0,1,1
5723,Winter,0,1,1,1
5724,Winter,0,0,0,0
5725,Spring,1,0,1,1
5726,Summer,0,0,0,0
5727,Winter,0,0,0,0
5728,Autumn,0,0,0,0
5729,Winter,0,0,0,0
5730,Autumn,1,1,1,1
5731,Summer,1,0,1,1
5732,Autumn,0,0,0,0
5733,Autumn,0,1,1,1
5734,Summer,1,1,1,1
5735,Summer,1,1,1,1
5736,Autumn,0,1,1,1
5737,Winter,0,0,0,0
5738,Summer,1,0,1,1
5739,Winter,0,0,0,0
5740,Summer,0,0,0,0
5741,Winter,0,1,1,1
5742,Spring,0,0,0,0
5743,Winter,0,0,0,0
5744,Winter,0,1,1,1
5745,Winter,0,0,0,0
5746,Spring,0,0,0,0
5747,Winter,0,0,0,0
5748,Summer,0,0,0,0
5749,Spring,1,1,1,1
5750,Spring,1,0,1,1
5751,Spring,1,0,1,1
5752,Winter,0,0,0,0
5753,Spring,1,1,1,1
5754,Winter,0,0,0,0
5755,Spring,0,1,1,1
5756,Autumn,0,1,1,1
5757,Summer,0,1,1,1
5758,Autumn,0,1,1,1
5759,Winter,0,1,1,1
5760,Autumn,0,1,1,1
5761,Spring,1,0,1,1
5762,Winter,0,0,0,0
5763,Winter,0,0,0,0
5764,Autumn,1,1,1,1
5765,Autumn,0,1,1,1
5766,Winter,0,0,0,0
5767,Spring,0,0,0,0
5768,Spring,1,0,1,1
5769,Winter,0,0,0,0
5770,Summer,1,1,1,1
5771,Winter,0,0,0,0
5772,Winter,0,0,0,0
5773,Winter,0,0,0,0
5774,Autumn,1,1,1,1
5775,Autumn,0,1,1,1
5776,Summer,1,0,1,1
5777,Spring,1,1,1,1
5778,Summer,0,0,0,0
5779,Summer,1,0,1,1
5780,Winter,0,0,0,0
5781,Spring,0,1,1,0
5782,Summer,1,0,1,1
5783,Autumn,0,1,1,1
5784,Autumn,0,1,1,1
5785,Summer,1,0,1,1
5786,Summer,1,0,1,1
5787,Winter,0,0,0,0
5788,Spring,0,1,1,1
5789,Summer,1,0,1,1
5790,Autumn,0,1,1,1
5791,Autumn,0,1,1,1
5792,Summer,0,1,1,1
5793,Spring,0,1,1,1
5794,Autumn,0,0,0,0
5795,Autumn,0,1,1,1
5796,Winter,0,0,0,0
5797,Autumn,0,0,0,0
5798,Summer,1,0,1,1
5799,Winter,0,0,0,0
5800,Autumn,1,0,1,1
5801,Autumn,0,0,0,0
5802,Summer,1,0,1,1
5803,Spring,0,0,0,0
5804,Summer,1,0,1,1
5805,Spring,0,0,0,0
5806,Autumn,0,1,1,1
5807,Winter,0,0,0,0
5808,Autumn,0,1,1,1
5809,Winter,0,1,1,1
5810,Summer,1,1,1,1
5811,Winter,0,1,1,1
5812,Autumn,1,0,1,1
5813,Autumn,0,1,1,1
5814,Autumn,1,1,1,1
5815,Autumn,0,1,1,1
5816,Winter,0,0,0,0
5817,Winter,0,0,0,0
5818,Summer,1,0,1,0
5819,Spring,0,0,0,0
5820,Winter,0,0,0,0
5821,Autumn,0,1,1,1
5822,Summer,1,1,1,0
5823,Spring,0,0,0,0
5824,Winter,0,1,1,1
5825,Winter,0,0,0,0
5826,Winter,0,0,0,0
5827,Summer,0,0,0,0
5828,Autumn,0,1,1,1
5829,Autumn,0,0,0,0
5830,Autumn,1,0,1,1
5831,Summer,0,0,0,0
5832,Winter,0,0,0,0
5833,Summer,0,0,0,0
5834,Winter,0,1,1,1
5835,Winter,0,1,1,1
5836,Winter,0,1,1,1
5837,Spring,0,0,0,0
5838,Summer,0,1,1,1
5839,Autumn,0,1,1,1
5840,Summer,0,0,0,1
5841,Spring,0,1,1,1
5842,Summer,1,0,1,1
5843,Spring,0,0,0,0
5844,Winter,0,0,0,0
5845,Summer,1,0,1,1
5846,Autumn,0,1,1,1
5847,Winter,0,1,1,1
5848,Winter,0,1,1,1
5849,Autumn,0,0,0,0
5850,Summer,1,0,1,1
5851,Spring,1,0,1,1
5852,Winter,0,0,0,0
5853,Spring,0,1,1,1
5854,Autumn,1,1,1,1
5855,Summer,1,0,1,1
5856,Summer,1,0,1,0
5857,Spring,0,1,1,1
5858,Spring,0,1,1,1
5859,Summer,1,0,1,1
5860,Summer,1,1,1,1
5861,Autumn,0,1,1,0
5862,Summer,1,0,1,1
5863,Summer,1,1,1,1
5864,Winter,0,0,0,0
5865,Spring,0,0,0,0
5866,Summer,1,0,1,1
5867,Autumn,0,0,0,0
5868,Summer,1,1,1,1
5869,Autumn,0,0,0,0
5870,Spring,0,1,1,1
5871,Autumn,1,1,1,1
5872,Summer,1,0,1,1
5873,Autumn,0,0,0,0
5874,Spring,0,0,0,0
5875,Summer,1,1,1,1
5876,Winter,0,0,0,0
5877,Spring,0,1,1,1
5878,Autumn,0,1,1,1
5879,Winter,0,0,0,0
5880,Winter,0,0,0,0
5881,Summer,1,0,1,1
5882,Autumn,1,0,1,1
5883,Winter,0,0,0,0
5884,Summer,1,0,1,1
5885,Autumn,1,0,1,1
5886,Spring,0,0,0,0
5887,Autumn,1,1,1,1
5888,Winter,0,0,0,1
5889,Autumn,0,0,0,0
5890,Autumn,0,1,1,1
5891,Spring,0,0,0,0
5892,Spring,1,0,1,1
5893,Winter,0,0,0,0
5894,Spring,0,1,1,1
5895,Summer,0,0,0,0
5896,Summer,0,0,0,0
5897,Autumn,0,1,1,1
5898,Autumn,0,1,1,1
5899,Winter,0,1,1,1
5900,Winter,0,0,0,0
5901,Winter,0,0,0,0
5902,Winter,0,1,1,1
5903,Autumn,0,1,1,1
5904,Spring,0,0,0,0
5905,Winter,0,0,0,0
5906,Winter,0,0,0,0
5907,Spring,1,1,1,1
5908,Autumn,0,1,1,1
5909,Spring,1,1,1,1
5910,Summer,0,1,1,1
5911,Summer,1,1,1,1
5912,Autumn,0,1,1,0
5913,Winter,0,0,0,0
5914,Spring,1,0,1,0
5915,Spring,1,0,1,1
5916,Winter,0,1,1,1
5917,Winter,0,0,0,0
5918,Spring,0,1,1,1
5919,Winter,0,1,1,1
5920,Spring,0,1,1,1
5921,Winter,0,1,1,1
5922,Autumn,0,1,1,1
5923,Spring,0,1,1,1
5924,Winter,0,0,0,0
5925,Spring,1,0,1,1
5926,Spring,0,0,0,0
5927,Summer,0,0,0,1
5928,Summer,1,1,1,0
5929,Summer,1,0,1,1
5930,Summer,1,1,1,1
5931,Winter,0,0,0,0
5932,Spring,0,0,0,0
5933,Winter,0,1,1,1
5934,Summer,1,0,1,1
5935,Summer,1,0,1,1
5936,Summer,0,0,0,0
5937,Summer,1,1,1,1
5938,Winter,0,0,0,0
5939,Winter,0,0,0,0
5940,Summer,0,1,1,1
5941,Spring,0,1,1,0
5942,Autumn,1,1,1,1
5943,Autumn,0,0,0,0
5944,Autumn,0,1,1,1
5945,Autumn,1,0,1,1
5946,Winter,0,0,0,1
